City,Region,Country,AirQuality,WaterPollution,Population
Lafayette,Louisiana,United States of America,92.85714286,0,
Nis,Nisava District,Serbia,28.125,40.27777778,
Oyster Bay,New York,United States of America,100,25,
Galway,Connacht,Ireland,92.04545455,44.44444444,83456
Roy,Utah,United States of America,100,50,
Norwich,England,United Kingdom,71.05263158,31.66666667,213166
Szekesfehervar,Fejer County,Hungary,62.5,18.75,
Hoa Binh,Hoa Binh,Vietnam,75,75,
Mazar-i-Sharif,Balkh,Afghanistan,11.11111111,83.33333333,
Luxor,Luxor Governorate,Egypt,75,37.5,202232
Banja Luka,Republika Srpska,Bosnia and Herzegovina,45.58823529,58.59375,185042
Sioux Falls,South Dakota,United States of America,81.81818182,32.14285714,
Brighton,England,United Kingdom,82.14285714,21.73913043,134293
Wiener Neustadt,Lower Austria,Austria,87.5,50,44461
Natal,Rio Grande do Norte,Brazil,80.68181818,59.09090909,980588
Natal,Rio Grande do Norte,Brazil,80.68181818,59.09090909,751300
Shkoder,Shkoder County,Albania,75,33.33333333,112276
Polokwane,Limpopo,South Africa,50,50,130028
Aden,Adan Governorate,Yemen,16.66666667,75,507355
Oran,Oran Province,Algeria,50,35.71428571,101009
Hanover,New Hampshire,United States of America,100,50,
Ubon Ratchathani,Ubon Ratchathani,Thailand,50,50,79023
Pau,,France,75,50,77066
Erbil,,Iraq,36.36363636,64.77272727,846000
Douala,Littoral,Cameroon,40,79.16666667,5768400
Florianopolis,Santa Catarina,Brazil,82.60869565,67.39130435,537213
Kolomna,Moscow Oblast,Russia,50,25,144125
Dunedin,Otago Region,New Zealand,85.52631579,15.38461538,99885
Hamilton,Ontario,Canada,42.79661017,54.01785714,729560
Patras,West Greece Region,Greece,60,41.66666667,
Volgodonsk,Rostov Oblast,Russia,25,75,171471
Limerick,,Ireland,80.43478261,38.15789474,58319
Namur,Wallonia,Belgium,72.22222222,55,110939
Gyor,Gyor-Moson-Sopron County,Hungary,79.16666667,0,
Port Said,Port Said Governorate,Egypt,66.66666667,50,524433
Suez,Suez Governorate,Egypt,0,100,516959
Jyvaskyla,,Finland,95.83333333,0,
Saitama,Saitama Prefecture,Japan,68.75,37.5,1325843
Exeter,England,United Kingdom,79.16666667,13.63636364,124180
Siauliai,,Lithuania,57.14285714,58.33333333,
Stoke-on-Trent,England,United Kingdom,67.85714286,33.33333333,372775
Domodedovo,Moscow Oblast,Russia,50,37.5,127850
Springfield,Missouri,United States of America,84.72222222,42.30769231,
Galveston,Texas,United States of America,85.71428571,50,
Erzincan,Erzincan Province,Turkey,29.16666667,50,157452
Sandakan,Sabah,Malaysia,75,50,396290
Kota Kinabalu,Sabah,Malaysia,47.91666667,45.45454545,452058
Abingdon,Virginia,United States of America,100,50,
Camden,New Jersey,United States of America,87.5,50,
Hoboken,New Jersey,United States of America,56.25,62.5,
Chon Buri,Chon Buri,Thailand,60.71428571,50,342959
Livermore,California,United States of America,75,54.16666667,
Zabok,Krapina-Zagorje County,Croatia,25,100,8656
Zabol,Sistan and Baluchestan Province,Iran,14.28571429,66.66666667,
Brossard,Quebec,Canada,100,50,91525
Saguenay,Quebec,Canada,96.875,18.75,144723
Zacatecas,Zacatecas,Mexico,82.14285714,37.5,122889
Longueuil,Quebec,Canada,100,37.5,254483
Sherbrooke,Quebec,Canada,90.78947368,31.66666667,172950
Boisbriand,Quebec,Canada,75,25,28308
Atlantic City,New Jersey,United States of America,91.66666667,37.5,
Richmond,Quebec,Canada,80,50,209937
Gold Coast,Queensland,Australia,82.63888889,32.60869565,607665
Brest,Brest Region,Belarus,31.25,55,342461
Tainan,,Taiwan,31.25,68.75,1874686
Chateauguay,Quebec,Canada,100,0,75891
Victoriaville,Quebec,Canada,91.66666667,50,47760
Mascouche,Quebec,Canada,100,50,51183
Rouyn-Noranda,Quebec,Canada,91.66666667,12.5,42313
Laval,Quebec,Canada,91.07142857,41.66666667,438366
Gatineau,Quebec,Canada,88.63636364,42.85714286,291041
Granby,Quebec,Canada,100,75,69025
Drummondville,Quebec,Canada,100,0,79258
Montmagny,Quebec,Canada,100,50,11491
Salaberry-de-Valleyfield,Quebec,Canada,85,50,42787
Senneterre,Quebec,Canada,100,50,
Sainte-Adele,Quebec,Canada,90,100,12137
Allentown,Pennsylvania,United States of America,60.71428571,75,
Grants Pass,Oregon,United States of America,62.5,75,
Kansk,Krasnoyarsk Krai,Russia,0,75,88917
Hengyang,Hunan,People's Republic of China,0,50,
Zakopane,Lesser Poland Voivodeship,Poland,33.33333333,50,25770
Zakynthos,,Greece,100,25,41180
Ruma,,Serbia,25,75,54339
Banska Bystrica,Banska Bystrica Region,Slovakia,62.5,25,76018
Trencin,Trencin Region,Slovakia,78.57142857,41.66666667,
Zalau,Salaj County,Romania,100,75,
Zamosc,Lublin Voivodeship,Poland,50,50,
Decin,,Czech Republic,62.5,50,
Veszprem,Veszprem County,Hungary,96.42857143,8.333333333,133880
Teplice,,Czech Republic,75,0,
Liberec,,Czech Republic,90.625,12.5,
Chomutov,,Czech Republic,75,50,
Most,,Czech Republic,62.5,50,
Zanjan,Zanjan Province,Iran,52.77777778,58.33333333,
Zanesville,Ohio,United States of America,50,85,
Manisa,Manisa Province,Turkey,16.66666667,50,385452
Zaozhuang,Shandong,People's Republic of China,0,50,
Stip,Stip Municipality,North Macedonia,50,40,
Zapopan,Jalisco,Mexico,58.92857143,42.85714286,1476491
Jablonec nad Nisou,,Czech Republic,75,0,
Zgorzelec,Lower Silesian Voivodeship,Poland,62.5,50,29966
Jelenia Gora,Lower Silesian Voivodeship,Poland,50,50,77305
Zaria,Kaduna State,Nigeria,0,100,408198
Zawiercie,Silesian Voivodeship,Poland,25,50,47689
Zary,Lubusz Voivodeship,Poland,62.5,50,
Yueyang,Hunan,People's Republic of China,0,50,
Kiryat Bialik,Haifa District,Israel,29.16666667,37.5,39900
Givatayim,Tel Aviv District,Israel,25,50,59518
Karmiel,Northern District,Israel,53.57142857,0,45300
Beit Shemesh,Jerusalem District,Israel,37.5,66.66666667,118700
Afula,Northern District,Israel,41.66666667,37.5,60000
Arad,Southern District,Israel,41.66666667,37.5,24436
Herzliya,Tel Aviv District,Israel,80,15,
Kiryat Ata,Haifa District,Israel,25,50,55464
St Helens,England,United Kingdom,62.5,25,
Brookhaven,Georgia,United States of America,50,75,
Mogilev,Mahiliou Region,Belarus,53.125,50,
Korolyov,Moscow Oblast,Russia,25,87.5,
Kladno,,Czech Republic,75,75,
Opava,,Czech Republic,62.5,50,
Nakhodka,Primorsky Krai,Russia,25,75,142673
Nakhodka,Primorsky Krai,Russia,25,75,1365
Uzhhorod,Zakarpattia Oblast,Ukraine,54.16666667,50,115449
Zhytomyr,Zhytomyr Oblast,Ukraine,43.75,56.25,261624
Khmelnytskyi,Khmelnytskyi Oblast,Ukraine,91.66666667,0,274452
Kremenchuk,Poltava Oblast,Ukraine,0,100,220174
Ivano-Frankivsk,Ivano-Frankivsk Oblast,Ukraine,28.57142857,45,238196
Kherson,Kherson Oblast,Ukraine,54.54545455,54.54545455,279131
Rivne,Rivne Oblast,Ukraine,75,50,245289
Ternopil,Ternopil Oblast,Ukraine,85.71428571,57.14285714,225238
Poltava,Poltava Oblast,Ukraine,70,35,283402
Sumy,Sumy Oblast,Ukraine,46.42857143,53.57142857,265758
Joinville,Santa Catarina,Brazil,77.94117647,58.82352941,616323
Struga,Struga Municipality,North Macedonia,35,70,15009
Usti nad Labem,,Czech Republic,62.5,87.5,
Tetovo,Tetovo Municipality,North Macedonia,10.90909091,65.77669903,63176
Prilep,Prilep Municipality,North Macedonia,58.33333333,37.5,63308
Veles,Veles Municipality,North Macedonia,25,50,40664
Chernihiv,Chernihiv Oblast,Ukraine,58.33333333,75,286899
Cherkasy,Cherkasy Oblast,Ukraine,30.55555556,53.125,269836
Gostivar,Gostivar Municipality,North Macedonia,66.66666667,83.33333333,32814
Gevgelija,Gevgelija Municipality,North Macedonia,100,33.33333333,4967
Vinnytsia,Vinnytsia Oblast,Ukraine,62.5,71.42857143,369739
Bitola,Bitola Municipality,North Macedonia,35.625,44.44444444,69287
Horlivka,Donetsk Oblast,Ukraine,0,100,256714
King's Lynn,England,United Kingdom,0,100,42800
Chernivtsi,Chernivtsi Oblast,Ukraine,81.25,26.25,265471
Piotrkow Trybunalski,Lodz Voivodeship,Poland,35,25,68978
Kicevo,Kicevo Municipality,North Macedonia,25,37.5,
Gwalior,Madhya Pradesh,India,25,72.97297297,1069276
Pabianice,Lodz Voivodeship,Poland,29.16666667,50,62954
Bushehr,Bushehr Province,Iran,0,100,
Santa Cruz,California,United States of America,88.23529412,34.61538462,
Santa Clara,California,United States of America,75,35,
Arequipa,Arequipa,Peru,18.33333333,88.33333333,1008290
Santa Barbara,California,United States of America,83.82352941,56.25,
Faro,,Portugal,79.16666667,25,64560
Vlore,Vlore County,Albania,66.66666667,75,
Batman,Batman Province,Turkey,0,50,445874
Ruse,Ruse Province,Bulgaria,21.42857143,50,143325
Samsun,Samsun Province,Turkey,31.81818182,50,1368488
Inverness,Scotland,United Kingdom,84.375,56.25,40011
Heraklion,,Greece,86.76470588,50,
Salisbury,England,United Kingdom,64.28571429,42.85714286,45477
Valdivia,Los Rios Region,Chile,0,50,150048
Fukushima,Fukushima Prefecture,Japan,33.33333333,66.66666667,284282
Reading,England,United Kingdom,72.82608696,30.55555556,337108
Czeladz,Silesian Voivodeship,Poland,50,25,
Konotop,Sumy Oblast,Ukraine,75,25,84787
Kuopio,,Finland,95.83333333,37.5,121557
Allahabad,Uttar Pradesh,India,13.7195122,75,
Oskemen,East Kazakhstan Region,Kazakhstan,10.71428571,60.71428571,400142
Cartagena,Region of Murcia,Spain,65.625,25,218050
Port Antonio,Surrey County,Jamaica,75,100,14816
Dezhou,Shandong,People's Republic of China,0,50,
Akron,Ohio,United States of America,65,83.33333333,
Ramenskoye,,Russia,25,50,116077
West Palm Beach,Florida,United States of America,72.5,66.66666667,
Thrissur,Kerala,India,47.82608696,75,
Kopavogur,,Iceland,100,50,39810
Coslada,Community of Madrid,Spain,70.83333333,50,
Kawasaki,Kanagawa Prefecture,Japan,70,25,1531646
Kawasaki,Kanagawa Prefecture,Japan,70,25,15134
Chambery,,France,87.5,50,59856
Merida,Yucatan,Mexico,71.09375,50,892363
Teresina,Piaui,Brazil,75,75,953172
Pleven,Pleven Province,Bulgaria,17.85714286,100,119596
Stornoway,Scotland,United Kingdom,100,0,
Fort Lauderdale,Florida,United States of America,81.57894737,42.10526316,
Malatya,Malatya Province,Turkey,0,50,426381
Upper Hutt,Wellington Region,New Zealand,100,50,41000
Billings,Montana,United States of America,75,40,
West Lafayette,Indiana,United States of America,75,75,
Crescent City,California,United States of America,100,0,
Eger,Heves County,Hungary,100,50,50018
Kalamazoo,Michigan,United States of America,88.63636364,53.57142857,
Kragujevac,Sumadija District,Serbia,50,43.75,150623
Joao Pessoa,Paraiba,Brazil,86.11111111,43.75,833932
Liepaja,,Latvia,90.38461538,5.555555556,
Yavne,Central District,Israel,25,50,
Thiruvananthapuram,,India,52.71084337,53.28947368,743691
Cakovec,Medimurje County,Croatia,100,37.5,
Kalamata,Peloponnese Region,Greece,50,40,58816
Craiova,Dolj County,Romania,53.84615385,36.11111111,234140
Adiyaman,Adiyaman Province,Turkey,0,50,
Vitoria,Espirito Santo,Brazil,34.61538462,55,322869
Sopron,Gyor-Moson-Sopron County,Hungary,100,0,98479
Dobrich,Dobrich Province,Bulgaria,37.5,100,89701
Sari,Mazandaran Province,Iran,29.16666667,50,
Eskisehir,,Turkey,64.58333333,36.11111111,
Campo Grande,Mato Grosso do Sul,Brazil,92.5,57.14285714,897938
Tripoli,North Governorate,Lebanon,27.77777778,81.25,243800
Moa,Holguin Province,Cuba,0,75,73053
Nara,Nara Prefecture,Japan,100,50,352377
Doboj,Republika Srpska,Bosnia and Herzegovina,87.5,75,68514
San Mateo,California,United States of America,80,20,
Yuba City,California,United States of America,100,50,
Srinagar,Jammu and Kashmir,India,77.5862069,51.92307692,
Jinan,Shandong,People's Republic of China,15.27777778,46.42857143,
Chester,England,United Kingdom,81.25,20,87507
Subotica,,Serbia,50,50,29919
Abbottabad,Khyber Pakhtunkhwa,Pakistan,62.5,80.35714286,148587
Qingdao,Shandong,People's Republic of China,50.73529412,62.93103448,
Blackpool,England,United Kingdom,70,45.83333333,139305
Stara Zagora,Stara Zagora Province,Bulgaria,61.11111111,5,142746
Passaic,New Jersey,United States of America,50,75,
Agartala,Tripura,India,63.63636364,58.33333333,522613
Aydin,Aydin Province,Turkey,14.28571429,50,
Bournemouth,,United Kingdom,64.70588235,31.25,187503
Gloucester,England,United Kingdom,50,50,145563
Taganrog,Rostov Oblast,Russia,58.33333333,58.33333333,250287
Agadir,Souss-Massa,Morocco,64.58333333,18.18181818,421844
Amasya,Amasya Province,Turkey,12.5,50,114921
Qom,Qom Province,Iran,20,33.33333333,1201158
Chiba,Chiba Prefecture,Japan,100,100,975014
Keflavik,,Iceland,87.5,0,314
Cuiaba,Mato Grosso,Brazil,25,37.5,650912
Guimaraes,Braga,Portugal,93.75,43.75,158124
Pattaya,Chon Buri,Thailand,19.40789474,78.66666667,
Denizli,Denizli Province,Turkey,29.54545455,40,1027782
Zlin,,Czech Republic,75,37.5,
Isparta,Isparta Province,Turkey,12.5,37.5,258375
Kotor,Kotor Municipality,Montenegro,75,25,13347
Dornbirn,Vorarlberg,Austria,100,0,48067
Nyiregyhaza,Szabolcs-Szatmar-Bereg County,Hungary,50,50,238020
Eugene,Oregon,United States of America,75,36.25,
Esztergom,Komarom-Esztergom County,Hungary,75,50,28680
Kecskemet,Bacs-Kiskun County,Hungary,75,50,187835
Campinas,Sao Paulo,Brazil,61.02941176,48.33333333,1213792
Maracaibo,Zulia,Venezuela,20,95,1551539
Ashdod,Southern District,Israel,25,41.66666667,220174
Kerman,Kerman Province,Iran,48.07692308,14.28571429,
Bhubaneswar,Odisha,India,55.76923077,50.71428571,837737
Alanya,Antalya Province,Turkey,91.66666667,37.5,364180
Middlesbrough,England,United Kingdom,87.5,20.83333333,140545
Larnaca,Larnaca District,Cyprus,52.63157895,50,84900
Nanchang,Jiangxi,People's Republic of China,19.44444444,70,
Winchester,England,United Kingdom,75,0,35200
Bodrum,Mugla Province,Turkey,80,25,175000
Peterborough,England,United Kingdom,85,15,194000
Porto Velho,Rondonia,Brazil,50,50,460413
Blagoevgrad,Blagoevgrad Province,Bulgaria,47.5,25,74066
Kirkuk,,Iraq,25,62.5,975000
Cetinje,Old Royal Capital Cetinje,Montenegro,100,0,12460
Veliko Tarnovo,Veliko Tarnovo Province,Bulgaria,62.5,31.25,76834
Arad,Arad County,Romania,66.25,35,145078
Setubal,Setubal,Portugal,61.11111111,60,10000
Polomolok,,Philippines,100,50,172605
Faisalabad,Punjab,Pakistan,25,76.92307692,3203846
Elazig,Elazig Province,Turkey,25,50,
Changsha,Hunan,People's Republic of China,35.52631579,46.42857143,
Wilmington,Delaware,United States of America,66.66666667,87.5,
Budva,Budva Municipality,Montenegro,95.83333333,41.66666667,17479
Ranchi,Jharkhand,India,52.77777778,65.97222222,
Odiongan,,Philippines,100,75,49284
Alba Iulia,Alba County,Romania,62.5,50,64227
Tuzla,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,10.9375,50,110979
Shizuoka,Shizuoka Prefecture,Japan,70,0,685589
Villa Alemana,Valparaiso Region,Chile,37.5,50,125140
Tartus,Tartus Governorate,Syria,0,100,
Novomoskovsk,,Russia,50,50,124787
Adapazari,,Turkey,100,75,
Novocheboksarsk,Chuvash Republic,Russia,25,25,126626
Obninsk,Kaluga Oblast,Russia,100,50,115029
Odintsovo,Moscow Oblast,Russia,50,25,146574
Jableh,Latakia Governorate,Syria,0,100,
Horsham,England,United Kingdom,50,0,50934
Toamasina,,Madagascar,25,50,225116
Poughkeepsie,New York,United States of America,91.66666667,12.5,
Rasht,Gilan Province,Iran,44.44444444,45,679995
Jurmala,,Latvia,87.5,37.5,
Sliven,Sliven Province,Bulgaria,53.57142857,8.333333333,115241
Larissa,,Greece,50,29.16666667,
Wels,Upper Austria,Austria,75,0,61233
Meknes,Fes-Meknes,Morocco,39.28571429,12.5,520428
Niteroi,Rio de Janeiro,Brazil,57.8125,52.27272727,496696
Puyallup,Washington,United States of America,75,25,
Nanning,Guangxi,People's Republic of China,30.35714286,75,
Niigata,Niigata Prefecture,Japan,75,0,790646
Durham,England,United Kingdom,95.83333333,12.5,48069
Evora,Evora,Portugal,93.75,35.41666667,
Lincoln,England,United Kingdom,91.66666667,25,130200
Kermanshah,Kermanshah Province,Iran,10.71428571,41.66666667,
Ife,Osun State,Nigeria,0,50,
Hradec Kralove,,Czech Republic,75,29.16666667,
Kozani,West Macedonia Region,Greece,50,100,43316
Rancho Palos Verdes,California,United States of America,87.5,25,
Pori,,Finland,100,0,85363
Foca,Republika Srpska,Bosnia and Herzegovina,37.5,50,
Rezekne,,Latvia,75,25,
Truro,England,United Kingdom,100,0,21555
Paphos,Paphos District,Cyprus,67.85714286,25,63600
Omdurman,Khartoum,Sudan,25,62.5,2805396
Boa Vista,Roraima,Brazil,91.66666667,58.33333333,413486
Szolnok,Jasz-Nagykun-Szolnok County,Hungary,75,16.66666667,67126
Wavre,Wallonia,Belgium,75,100,34305
Kaohsiung,,Taiwan,20.45454545,71.66666667,2733964
Qazvin,Qazvin Province,Iran,29.16666667,25,
Shumen,Shumen Province,Bulgaria,28.57142857,75,85410
Lappeenranta,,Finland,100,0,72650
Augusta,Georgia,United States of America,71.875,33.33333333,
Naha,Okinawa Prefecture,Japan,100,0,316048
Tekirdag,Tekirdag Province,Turkey,15,75,
Aksaray,Aksaray Province,Turkey,0,50,253113
Rustenburg,North West,South Africa,25,75,549575
Kumasi,Ashanti Region,Ghana,55,66.66666667,3490030
Tobruk,Butnan District,Libya,0,75,135832
Chania,,Greece,85.29411765,27.94117647,53910
Yazd,Yazd Province,Iran,5,25,529673
Silistra,Silistra Province,Bulgaria,100,50,43265
Tourcoing,,France,62.5,50,99011
Rustavi,Kvemo Kartli,Georgia,33.33333333,62.5,132333
Kunming,Yunnan,People's Republic of China,58.92857143,72.5,
Stirling,Scotland,United Kingdom,87.5,50,37610
Feldkirch,Vorarlberg,Austria,83.33333333,0,14198
Jihlava,,Czech Republic,87.5,50,
